parameter,mean,median,mode,hpd_min,hpd_max,mutant,repressors,operator,IPTGuM,class
n_leapfrog__,6.9845,7.0,3.0,3,15,Q21M-F164T,260.0,O2,10.0,DBL
fc_mu_wt,0.07721819943838146,0.0771343373244634,0.07894936711446277,0.06382560690664552,0.08906336539320736,Q21M-F164T,260.0,O2,10.0,DBL
log_fc_sigma_wt,-3.921436328685226,-3.9365582609472476,-4.020115722625717,-4.351055441543099,-3.448981285672423,Q21M-F164T,260.0,O2,10.0,DBL
fc_mu_mut,0.021202121950376213,0.020150051307217365,0.021720204075484806,1.085161975722393e-06,0.04197001480003981,Q21M-F164T,260.0,O2,10.0,DBL
log_fc_sigma_mut,-3.513731358902213,-3.5420770512717437,-3.666688819558968,-4.169999665547406,-2.801550808865387,Q21M-F164T,260.0,O2,10.0,DBL
fc_sigma_wt,0.02040941317636196,0.019515268488747732,0.017950887495466607,0.012016879148126323,0.030564464720460052,Q21M-F164T,260.0,O2,10.0,DBL
fc_sigma_mut,0.03185233577727128,0.02895312745637568,0.025560966950887342,0.013457951935538276,0.057267759969199576,Q21M-F164T,260.0,O2,10.0,DBL
lp__,47.79581296541693,48.19721017184448,50.13222609581221,44.53304051972861,50.13222609581221,Q21M-F164T,260.0,O2,10.0,DBL
bohr_wt,-2.48409602844446,-2.481935139082649,-2.4567082863462306,-2.672696005975583,-2.3151816052604812,Q21M-F164T,260.0,O2,10.0,DBL
bohr_mut,-4.063440367409608,-3.884192803306906,-3.8075528282591242,-5.848569445708915,-2.7820283303923565,Q21M-F164T,260.0,O2,10.0,DBL
delta_bohr,1.5793443389651605,1.4060712499441657,1.3508445419128936,0.20479394657298133,3.2533007372183107,Q21M-F164T,260.0,O2,10.0,DBL
chain,2.5,2.5,4.0,1,4,Q21M-F164T,260.0,O2,25.0,DBL
chain_idx,500.5,500.5,954.0,1,951,Q21M-F164T,260.0,O2,25.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,25.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,25.0,DBL
energy__,-33.05057515532272,-33.424701399162046,-36.64540417311642,-36.69263192841928,-28.74157546440816,Q21M-F164T,260.0,O2,25.0,DBL
treedepth__,2.6555,3.0,2.0,2,3,Q21M-F164T,260.0,O2,25.0,DBL
accept_stat__,0.906927555434835,0.9557034914829817,0.9861087473738834,0.6560723606717803,1.0,Q21M-F164T,260.0,O2,25.0,DBL
stepsize__,0.5061294327024378,0.4823423587510413,0.6129564012094261,0.44687661209819873,0.6129564012094261,Q21M-F164T,260.0,O2,25.0,DBL
n_leapfrog__,6.336,7.0,3.0,3,7,Q21M-F164T,260.0,O2,25.0,DBL
fc_mu_wt,0.23913878150787735,0.23863951251365645,0.24023658535325998,0.19474876770016225,0.28140032463460074,Q21M-F164T,260.0,O2,25.0,DBL
log_fc_sigma_wt,-2.7315675840045683,-2.7559874277497074,-2.8188911681103814,-3.1712808626421674,-2.250744568844429,Q21M-F164T,260.0,O2,25.0,DBL
fc_mu_mut,0.0904126977957037,0.09032406486198102,0.08980370948462024,0.047038503560683065,0.13271174479420622,Q21M-F164T,260.0,O2,25.0,DBL
log_fc_sigma_mut,-3.073319654579,-3.110120836528263,-3.273580496551321,-3.705063069199698,-2.344465676874897,Q21M-F164T,260.0,O2,25.0,DBL
fc_sigma_wt,0.06708714816849239,0.06354624157037339,0.059672072335569655,0.03995154961899829,0.10201531087982765,Q21M-F164T,260.0,O2,25.0,DBL
fc_sigma_mut,0.049616828275648395,0.044595566395173133,0.03787058852395603,0.020832718153254833,0.0877451218865821,Q21M-F164T,260.0,O2,25.0,DBL
lp__,35.06156506886863,35.459019994605555,37.37539994714351,31.776059363995106,37.33351618709973,Q21M-F164T,260.0,O2,25.0,DBL
bohr_wt,-1.161111343817824,-1.1601528508896088,-1.1513828782073172,-1.4142429595801371,-0.9327631181853325,Q21M-F164T,260.0,O2,25.0,DBL
bohr_mut,-2.345945987271157,-2.309684496925887,-2.316033997366242,-2.912339919724585,-1.8227557900159121,Q21M-F164T,260.0,O2,25.0,DBL
delta_bohr,1.1848346434533408,1.1551750135132095,1.1646511191589248,0.6135781449009914,1.7754227730966858,Q21M-F164T,260.0,O2,25.0,DBL
chain,2.5,2.5,2.0,1,4,Q21M-F164T,260.0,O2,50.0,DBL
chain_idx,500.5,500.5,966.0,1,951,Q21M-F164T,260.0,O2,50.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,50.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,50.0,DBL
energy__,-33.83626681046379,-34.246182027004664,-35.265219625287465,-37.52118429528517,-29.455217033872184,Q21M-F164T,260.0,O2,50.0,DBL
treedepth__,2.77725,3.0,2.0,2,4,Q21M-F164T,260.0,O2,50.0,DBL
accept_stat__,0.9236232552018253,0.9641552719361339,0.8885384586731732,0.709558735819572,1.0,Q21M-F164T,260.0,O2,50.0,DBL
stepsize__,0.4830837704075913,0.5157279267969134,0.562620634454167,0.2790437537433092,0.6218354742932194,Q21M-F164T,260.0,O2,50.0,DBL
n_leapfrog__,7.347,7.0,3.0,3,15,Q21M-F164T,260.0,O2,50.0,DBL
fc_mu_wt,0.46444483011508575,0.46438457449385795,0.4660109467849306,0.43243371465115554,0.49729568317638806,Q21M-F164T,260.0,O2,50.0,DBL
log_fc_sigma_wt,-2.9865134429511797,-3.0030159905955127,-3.0695184725807683,-3.445176359983129,-2.537999991832067,Q21M-F164T,260.0,O2,50.0,DBL
fc_mu_mut,0.18270950064482108,0.18236809878253346,0.18578021473178852,0.10991005197082282,0.254441060726869,Q21M-F164T,260.0,O2,50.0,DBL
log_fc_sigma_mut,-2.5708908513299926,-2.608539751055729,-2.855262965380089,-3.200765003834359,-1.7954232744959995,Q21M-F164T,260.0,O2,50.0,DBL
fc_sigma_wt,0.051978450302215845,0.049637137375017806,0.04644351329899683,0.030337974158118224,0.0771478500325058,Q21M-F164T,260.0,O2,50.0,DBL
fc_sigma_mut,0.0823341407738802,0.07364200095705087,0.05754068792235352,0.03712855872612054,0.154171469480753,Q21M-F164T,260.0,O2,50.0,DBL
lp__,35.84551870556442,36.221665237203624,38.140744068731124,32.35613665971993,38.140744068731124,Q21M-F164T,260.0,O2,50.0,DBL
bohr_wt,-0.14262203385741254,-0.14270338054330708,-0.13616621434830267,-0.2719284912074147,-0.010817372776619021,Q21M-F164T,260.0,O2,50.0,DBL
bohr_mut,-1.5192139215542626,-1.5003850714932487,-1.4776660022315478,-2.0240642778829208,-1.0252997256781855,Q21M-F164T,260.0,O2,50.0,DBL
delta_bohr,1.3765918876968515,1.3593930341421074,1.341499787883245,0.8622691460326783,1.8788203232380698,Q21M-F164T,260.0,O2,50.0,DBL
chain,2.5,2.5,2.0,1,4,Q21M-F164T,260.0,O2,75.0,DBL
chain_idx,500.5,500.5,734.0,1,951,Q21M-F164T,260.0,O2,75.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,75.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,75.0,DBL
energy__,-25.806666080656285,-26.216800564892196,-28.35527884983298,-29.181564307901777,-21.216616272320465,Q21M-F164T,260.0,O2,75.0,DBL
treedepth__,2.60275,3.0,2.0,2,3,Q21M-F164T,260.0,O2,75.0,DBL
accept_stat__,0.9051276752153958,0.948281469040199,0.959184591457467,0.6725529473079009,1.0,Q21M-F164T,260.0,O2,75.0,DBL
stepsize__,0.5670821966067785,0.5608562527598644,0.5775541691974431,0.44957593509816185,0.6970403458091264,Q21M-F164T,260.0,O2,75.0,DBL
n_leapfrog__,6.046,7.0,3.0,3,7,Q21M-F164T,260.0,O2,75.0,DBL
fc_mu_wt,0.5796929677499196,0.5802342484290717,0.5810132965519694,0.5214989732268146,0.6376530872121065,Q21M-F164T,260.0,O2,75.0,DBL
log_fc_sigma_wt,-2.37429791370999,-2.391891518749256,-2.488774383436999,-2.8090256302676506,-1.8984707714402722,Q21M-F164T,260.0,O2,75.0,DBL
fc_mu_mut,0.2745624646886072,0.27481451667484025,0.2782944969376824,0.17485165409899062,0.38408924393446287,Q21M-F164T,260.0,O2,75.0,DBL
log_fc_sigma_mut,-2.2725368899534284,-2.322439818447491,-2.4886311992461,-2.921398510481587,-1.4992055013211452,Q21M-F164T,260.0,O2,75.0,DBL
fc_sigma_wt,0.09575532143930626,0.0914565285155493,0.08301164469991411,0.05518633798669424,0.14228705056375598,Q21M-F164T,260.0,O2,75.0,DBL
fc_sigma_mut,0.11171078635862244,0.09803410994865565,0.08302353150607672,0.04595878980925071,0.2045521658410807,Q21M-F164T,260.0,O2,75.0,DBL
lp__,27.816202230347933,28.251617923878655,30.183599830812355,24.422711527125244,30.152180997003285,Q21M-F164T,260.0,O2,75.0,DBL
bohr_wt,0.3226761728235132,0.3237350772799184,0.3269344568172996,0.08604894884735881,0.5651923094613591,Q21M-F164T,260.0,O2,75.0,DBL
bohr_mut,-0.9904257730940423,-0.9703310763889677,-0.9529372707006317,-1.5086912953541383,-0.4368112351857675,Q21M-F164T,260.0,O2,75.0,DBL
delta_bohr,1.3131019459175552,1.295622480760562,1.2798717275179312,0.7546148192736699,1.9331785178348326,Q21M-F164T,260.0,O2,75.0,DBL
chain,2.5,2.5,4.0,1,4,Q21M-F164T,260.0,O2,100.0,DBL
chain_idx,500.5,500.5,114.0,1,951,Q21M-F164T,260.0,O2,100.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,100.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,100.0,DBL
energy__,-27.79574894302307,-28.098173387007996,-31.86823779901231,-31.49256772281432,-23.652305232346926,Q21M-F164T,260.0,O2,100.0,DBL
treedepth__,2.5945,3.0,2.0,2,3,Q21M-F164T,260.0,O2,100.0,DBL
accept_stat__,0.9047866413408772,0.9529721601048251,0.994052267150985,0.6410874104052927,1.0,Q21M-F164T,260.0,O2,100.0,DBL
stepsize__,0.566862885567522,0.5963404635005916,0.45661582911758164,0.45661582911758164,0.6181547861513661,Q21M-F164T,260.0,O2,100.0,DBL
n_leapfrog__,6.132,7.0,7.0,3,7,Q21M-F164T,260.0,O2,100.0,DBL
fc_mu_wt,0.700467027968818,0.700449731789518,0.7018980522781417,0.6558830813977844,0.7474689686451692,Q21M-F164T,260.0,O2,100.0,DBL
log_fc_sigma_wt,-2.667112846323731,-2.6867155444030075,-2.807952265002736,-3.1254433600165195,-2.195514684801114,Q21M-F164T,260.0,O2,100.0,DBL
fc_mu_mut,0.33115016825130955,0.3301687850702616,0.3392237736244199,0.21214781607572686,0.44600185070993814,Q21M-F164T,260.0,O2,100.0,DBL
log_fc_sigma_mut,-2.082243487135656,-2.1231213874350923,-2.279812506845929,-2.711306025624409,-1.3330602552872541,Q21M-F164T,260.0,O2,100.0,DBL
fc_sigma_wt,0.07165243414039278,0.06810425962474348,0.06032840257485644,0.042001662159511524,0.1085797123233041,Q21M-F164T,260.0,O2,100.0,DBL
fc_sigma_mut,0.13398257230803234,0.11965754757153069,0.10230338610201187,0.060437349271178,0.24660754216564537,Q21M-F164T,260.0,O2,100.0,DBL
lp__,29.83162777759299,30.140130880408485,32.18038875207492,26.700321134446806,32.13399863658593,Q21M-F164T,260.0,O2,100.0,DBL
bohr_wt,0.8519287400944614,0.8494403589596617,0.8563526343551505,0.6450010641977675,1.0851586532659243,Q21M-F164T,260.0,O2,100.0,DBL
bohr_mut,-0.7150767052497715,-0.707421771618181,-0.6667552557271565,-1.249639400750047,-0.162357137702991,Q21M-F164T,260.0,O2,100.0,DBL
delta_bohr,1.567005445344232,1.560126669169821,1.523107890082307,1.005751813646485,2.181947185433998,Q21M-F164T,260.0,O2,100.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-F164T,260.0,O2,250.0,DBL
chain_idx,500.5,500.5,804.0,1,951,Q21M-F164T,260.0,O2,250.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,250.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,250.0,DBL
energy__,-25.905573511021448,-26.29492460716915,-27.439790819701265,-29.50033481133256,-21.570497918975427,Q21M-F164T,260.0,O2,250.0,DBL
treedepth__,2.672,3.0,2.0,2,3,Q21M-F164T,260.0,O2,250.0,DBL
accept_stat__,0.9216001207030469,0.9577266560103858,0.992409405403655,0.7239360259016988,1.0,Q21M-F164T,260.0,O2,250.0,DBL
stepsize__,0.5288432314743275,0.5250746810084279,0.4680813416625754,0.4680813416625754,0.5971422222179137,Q21M-F164T,260.0,O2,250.0,DBL
n_leapfrog__,6.2835,7.0,7.0,3,7,Q21M-F164T,260.0,O2,250.0,DBL
fc_mu_wt,0.8666176170683965,0.8662430097653268,0.86610654464325,0.8258952150809662,0.9041125837208315,Q21M-F164T,260.0,O2,250.0,DBL
log_fc_sigma_wt,-2.9311740515319666,-2.9534522965772574,-3.0406983645228136,-3.4443312090468616,-2.393980447711804,Q21M-F164T,260.0,O2,250.0,DBL
fc_mu_mut,0.5167892404725642,0.5169777339114269,0.5131905450727542,0.4193550948740048,0.6241041812535303,Q21M-F164T,260.0,O2,250.0,DBL
log_fc_sigma_mut,-2.170227174725527,-2.200792256464025,-2.4119571927894143,-2.783152737752609,-1.455771135249145,Q21M-F164T,260.0,O2,250.0,DBL
fc_sigma_wt,0.05544231666368088,0.0521593255029507,0.047801494966556834,0.02997307575758764,0.08748318068475731,Q21M-F164T,260.0,O2,250.0,DBL
fc_sigma_mut,0.12208102438588861,0.11071540989459817,0.08963968063655499,0.05265505673534982,0.2148801726420396,Q21M-F164T,260.0,O2,250.0,DBL
lp__,27.91679496639053,28.273850820513697,30.23548467828167,24.56501176791255,30.143699746775326,Q21M-F164T,260.0,O2,250.0,DBL
bohr_wt,1.8824098259264836,1.8681408330893385,1.8669635573547603,1.5458152306441986,2.230012698466454,Q21M-F164T,260.0,O2,250.0,DBL
bohr_mut,0.06791664648081175,0.06793705358036288,0.05277442556081994,-0.32542134840942405,0.5070052843758976,Q21M-F164T,260.0,O2,250.0,DBL
delta_bohr,1.8144931794456702,1.811265371651641,1.8141891317939403,1.236076271334443,2.3409181638771916,Q21M-F164T,260.0,O2,250.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-F164T,260.0,O2,500.0,DBL
chain_idx,500.5,500.5,16.0,1,951,Q21M-F164T,260.0,O2,500.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,500.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,500.0,DBL
energy__,-30.355800494219185,-30.67155541133542,-34.3056796857257,-33.77211243052511,-25.905970499178302,Q21M-F164T,260.0,O2,500.0,DBL
treedepth__,2.733,3.0,2.0,2,3,Q21M-F164T,260.0,O2,500.0,DBL
accept_stat__,0.9396833384860057,0.9670148241355119,0.9928116606601245,0.7854566659762741,1.0,Q21M-F164T,260.0,O2,500.0,DBL
stepsize__,0.46386024475611426,0.47438173462984634,0.4636381502330692,0.4135527208647135,0.49312478890013095,Q21M-F164T,260.0,O2,500.0,DBL
n_leapfrog__,6.552,7.0,3.0,3,7,Q21M-F164T,260.0,O2,500.0,DBL
fc_mu_wt,0.8973835604942473,0.8973216166395475,0.8976466949142173,0.8593822458526308,0.934881684772715,Q21M-F164T,260.0,O2,500.0,DBL
log_fc_sigma_wt,-2.859906001272782,-2.8800038198387012,-2.972446751795311,-3.283554602360476,-2.373909227341556,Q21M-F164T,260.0,O2,500.0,DBL
fc_mu_mut,0.7313555847220881,0.7312062693746961,0.7315447560966399,0.6330991285908742,0.8159187341848275,Q21M-F164T,260.0,O2,500.0,DBL
log_fc_sigma_mut,-2.3037446821814043,-2.3346859683151617,-2.4778520405173183,-2.922374580029828,-1.5583646628488488,Q21M-F164T,260.0,O2,500.0,DBL
fc_sigma_wt,0.058932523617886076,0.056134548417351875,0.0511779373061435,0.03431168093301429,0.08804957410428255,Q21M-F164T,260.0,O2,500.0,DBL
fc_sigma_mut,0.10686660188326806,0.09684090019866357,0.08392329597042229,0.0457839241321523,0.19176160040569148,Q21M-F164T,260.0,O2,500.0,DBL
lp__,32.36314478788056,32.757131688791034,34.68793936349324,29.13027422255136,34.657985685983746,Q21M-F164T,260.0,O2,500.0,DBL
bohr_wt,2.1864173821084236,2.1678127334912527,2.1713459517967455,1.7754178291417173,2.6237064701782367,Q21M-F164T,260.0,O2,500.0,DBL
bohr_mut,1.0147839994908725,1.000751311649386,1.0024741919076483,0.5455353047155292,1.4889374374008817,Q21M-F164T,260.0,O2,500.0,DBL
delta_bohr,1.1716333826175476,1.1709148077015046,1.1688717598890972,0.546562717398211,1.8203949241905124,Q21M-F164T,260.0,O2,500.0,DBL
chain,2.5,2.5,2.0,1,4,Q21M-F164T,260.0,O2,1000.0,DBL
chain_idx,500.5,500.5,564.0,1,951,Q21M-F164T,260.0,O2,1000.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,1000.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,1000.0,DBL
energy__,-32.01792230320793,-32.38330587565534,-35.1581673594467,-35.50118050977472,-27.903648124847134,Q21M-F164T,260.0,O2,1000.0,DBL
treedepth__,2.654,3.0,3.0,2,3,Q21M-F164T,260.0,O2,1000.0,DBL
accept_stat__,0.917923293903536,0.9582164515640339,0.9953974307243773,0.6944077660259312,1.0,Q21M-F164T,260.0,O2,1000.0,DBL
stepsize__,0.5345732392720783,0.538304531786802,0.5817623836485296,0.4799215098661636,0.5817623836485296,Q21M-F164T,260.0,O2,1000.0,DBL
n_leapfrog__,6.283,7.0,7.0,3,7,Q21M-F164T,260.0,O2,1000.0,DBL
fc_mu_wt,0.9018250301565668,0.9017192507688178,0.9032295779453011,0.8725659342447851,0.9369462276375425,Q21M-F164T,260.0,O2,1000.0,DBL
log_fc_sigma_wt,-2.9602945011826316,-2.977269281427098,-3.063699180943305,-3.4175419459058602,-2.504135911966689,Q21M-F164T,260.0,O2,1000.0,DBL
fc_mu_mut,0.7275710046053748,0.7267021645930098,0.7267920384776951,0.6527215258443105,0.8136632970049777,Q21M-F164T,260.0,O2,1000.0,DBL
log_fc_sigma_mut,-2.438012425300409,-2.479620251263503,-2.613238834318733,-3.103735946431664,-1.7335861380045994,Q21M-F164T,260.0,O2,1000.0,DBL
fc_sigma_wt,0.05327707519595075,0.05093172466501243,0.04671456956034573,0.03152764260965563,0.0796801547277822,Q21M-F164T,260.0,O2,1000.0,DBL
fc_sigma_mut,0.09382722084410955,0.08377503318261176,0.0732967628334835,0.04168964734282469,0.17250721691668094,Q21M-F164T,260.0,O2,1000.0,DBL
lp__,34.002118901713075,34.34997748468679,36.245844470267485,30.82358557225881,36.245844470267485,Q21M-F164T,260.0,O2,1000.0,DBL
bohr_wt,2.231539824733373,2.2164750498976917,2.2336353699415508,1.8866965445427106,2.6418154050351292,Q21M-F164T,260.0,O2,1000.0,DBL
bohr_mut,0.9927591333370785,0.9779545436543049,0.9784071132404787,0.5594669434576393,1.3967833825549558,Q21M-F164T,260.0,O2,1000.0,DBL
delta_bohr,1.2387806913962955,1.2460778249517022,1.2552282567010722,0.6591773582732703,1.7804946687845036,Q21M-F164T,260.0,O2,1000.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-F164T,260.0,O2,5000.0,DBL
chain_idx,500.5,500.5,282.0,1,951,Q21M-F164T,260.0,O2,5000.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,5000.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-F164T,260.0,O2,5000.0,DBL
energy__,-21.15114027246419,-21.503689487379646,-22.309473834385837,-24.812950736386142,-17.073960482669403,Q21M-F164T,260.0,O2,5000.0,DBL
treedepth__,2.65675,3.0,2.0,2,3,Q21M-F164T,260.0,O2,5000.0,DBL
accept_stat__,0.9097734072790509,0.9568216385024317,0.9269336937572841,0.658733772502862,1.0,Q21M-F164T,260.0,O2,5000.0,DBL
stepsize__,0.4949415237429172,0.49556851087352616,0.587295333321801,0.40133373990266874,0.587295333321801,Q21M-F164T,260.0,O2,5000.0,DBL
n_leapfrog__,6.471,7.0,3.0,3,7,Q21M-F164T,260.0,O2,5000.0,DBL
fc_mu_wt,0.8784738613277623,0.8788936381656544,0.8719534712574725,0.8071397025588579,0.9500232404017079,Q21M-F164T,260.0,O2,5000.0,DBL
log_fc_sigma_wt,-2.210438105406722,-2.2257947707472345,-2.3356347267324176,-2.6740980580926412,-1.7356879004501022,Q21M-F164T,260.0,O2,5000.0,DBL
fc_mu_mut,0.7504636056762577,0.7501926694879725,0.745744085979751,0.6502871810351908,0.8542665344006898,Q21M-F164T,260.0,O2,5000.0,DBL
log_fc_sigma_mut,-2.2191814976210895,-2.253575252699204,-2.3802802343403147,-2.8422202893060544,-1.4960500509923453,Q21M-F164T,260.0,O2,5000.0,DBL
fc_sigma_wt,0.11322508869524125,0.10798156393371222,0.09674905382250504,0.06581552815476086,0.17106434877168522,Q21M-F164T,260.0,O2,5000.0,DBL
fc_sigma_mut,0.11597277379097592,0.1050230690260229,0.0925246452940274,0.051843370770768234,0.2088357993732115,Q21M-F164T,260.0,O2,5000.0,DBL
lp__,23.15593379840971,23.500114755937844,25.50705313355822,19.963670192500256,25.489481097552623,Q21M-F164T,260.0,O2,5000.0,DBL
bohr_wt,2.0325249607499773,1.981994715582617,1.9183423601672822,1.3339525580413159,2.762552529460523,Q21M-F164T,260.0,O2,5000.0,DBL
bohr_mut,1.1221391041595405,1.09964015198734,1.07604119775663,0.5911808612370654,1.722201304883867,Q21M-F164T,260.0,O2,5000.0,DBL
delta_bohr,0.9103858565904346,0.8862857050982627,0.8423011624106522,0.009859997055287062,1.8184160905222195,Q21M-F164T,260.0,O2,5000.0,DBL
chain,2.5,2.5,1.0,1,4,Q21M-Q294K,260.0,O2,0.0,DBL
chain_idx,500.5,500.5,453.0,1,951,Q21M-Q294K,260.0,O2,0.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,0.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,0.0,DBL
energy__,-57.61852839123119,-57.969757108246945,-60.60028741942789,-60.93118862324502,-53.373602967496424,Q21M-Q294K,260.0,O2,0.0,DBL
treedepth__,2.8985,3.0,2.0,2,4,Q21M-Q294K,260.0,O2,0.0,DBL
accept_stat__,0.9179494920940118,0.9714990509613538,0.9971387555468052,0.6136106863821408,1.0,Q21M-Q294K,260.0,O2,0.0,DBL
stepsize__,0.3921160522388158,0.4098792217207736,0.4580088133440576,0.29069695216966585,0.4580088133440576,Q21M-Q294K,260.0,O2,0.0,DBL
n_leapfrog__,8.4015,7.0,3.0,3,15,Q21M-Q294K,260.0,O2,0.0,DBL
fc_mu_wt,0.014983487612715132,0.014990807593085298,0.014895261246958946,0.013125826834170295,0.01679349946667541,Q21M-Q294K,260.0,O2,0.0,DBL
log_fc_sigma_wt,-5.830472846089582,-5.844294695312328,-5.950741344253585,-6.293512018059499,-5.358458762283439,Q21M-Q294K,260.0,O2,0.0,DBL
fc_mu_mut,0.09114281964527687,0.08647697154679773,0.09552791084788392,0.003945539031306455,0.1778404760055562,Q21M-Q294K,260.0,O2,0.0,DBL
log_fc_sigma_mut,-2.103705333683205,-2.1318369637766317,-2.288088257028069,-2.747476173343501,-1.470998568336095,Q21M-Q294K,260.0,O2,0.0,DBL
fc_sigma_wt,0.0030281624671766203,0.0028963768374743694,0.002603909409411141,0.001831364668531012,0.0046889996267155416,Q21M-Q294K,260.0,O2,0.0,DBL
fc_sigma_mut,0.12956314976283734,0.11861919448590989,0.1014602424709728,0.060602003704487824,0.22453883212152587,Q21M-Q294K,260.0,O2,0.0,DBL
lp__,59.60512630541151,59.95665295036246,61.83903375033426,56.46026710247214,61.78554898268306,Q21M-Q294K,260.0,O2,0.0,DBL
bohr_wt,-4.187678626862078,-4.185213787406786,-4.191704844028453,-4.3153440865760455,-4.065985886556217,Q21M-Q294K,260.0,O2,0.0,DBL
bohr_mut,-2.4724708268996416,-2.3574304344172194,-2.247932981620595,-3.939693464513873,-1.2315757598431571,Q21M-Q294K,260.0,O2,0.0,DBL
delta_bohr,-1.7152077999624242,-1.8299634279834223,-1.943771862407858,-2.99756593608347,-0.2609244872087104,Q21M-Q294K,260.0,O2,0.0,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,0.1,DBL
chain_idx,500.5,500.5,344.0,1,951,Q21M-Q294K,260.0,O2,0.1,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,0.1,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,0.1,DBL
energy__,-65.970912584377,-66.31929096981696,-63.32809611200338,-69.60520733029365,-61.86187338817979,Q21M-Q294K,260.0,O2,0.1,DBL
treedepth__,2.6085,3.0,2.0,2,3,Q21M-Q294K,260.0,O2,0.1,DBL
accept_stat__,0.8999124944861152,0.9474972112133042,0.7777843928773844,0.6316988749830533,1.0,Q21M-Q294K,260.0,O2,0.1,DBL
stepsize__,0.551865555149461,0.5370485856085054,0.5283453226088741,0.5173271567893203,0.6160378925914837,Q21M-Q294K,260.0,O2,0.1,DBL
n_leapfrog__,6.099,7.0,3.0,3,7,Q21M-Q294K,260.0,O2,0.1,DBL
fc_mu_wt,0.01422791240371906,0.014231467826729793,0.014470667151870287,0.011231165316958336,0.01737362807850662,Q21M-Q294K,260.0,O2,0.1,DBL
log_fc_sigma_wt,-5.361625876181008,-5.375688044363324,-5.457111618408939,-5.808945876108313,-4.881971035452206,Q21M-Q294K,260.0,O2,0.1,DBL
fc_mu_mut,0.0832452922579309,0.08330184097349214,0.08277013717793624,0.07205371083180867,0.0944123946134997,Q21M-Q294K,260.0,O2,0.1,DBL
log_fc_sigma_mut,-4.418084210107369,-4.4575354962620395,-4.670219915430583,-5.0442487386297294,-3.668125849748475,Q21M-Q294K,260.0,O2,0.1,DBL
fc_sigma_wt,0.00483975735584092,0.004627733561417881,0.004265859397192659,0.002867508860970759,0.00739924225392848,Q21M-Q294K,260.0,O2,0.1,DBL
fc_sigma_mut,0.012957968942292512,0.011590893934340925,0.009370208646935453,0.005636110194875543,0.023475378035193468,Q21M-Q294K,260.0,O2,0.1,DBL
lp__,67.9737708626624,68.37346539898394,70.21570341739121,64.8299542838456,70.21570341739121,Q21M-Q294K,260.0,O2,0.1,DBL
bohr_wt,-4.244341514357092,-4.237966016332521,-4.221055245136414,-4.477768036311302,-4.0352755294700895,Q21M-Q294K,260.0,O2,0.1,DBL
bohr_mut,-2.401243520227235,-2.3983076072553944,-2.4052907748997874,-2.5444882119439707,-2.251013405900813,Q21M-Q294K,260.0,O2,0.1,DBL
delta_bohr,-1.8430979941298469,-1.8399417567358944,-1.8157644702366267,-2.1268884700711075,-1.591486141233995,Q21M-Q294K,260.0,O2,0.1,DBL
chain,2.5,2.5,3.0,1,4,Q21M-Q294K,260.0,O2,5.0,DBL
chain_idx,500.5,500.5,980.0,1,951,Q21M-Q294K,260.0,O2,5.0,DBL
warmup,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,5.0,DBL
divergent__,0.0,0.0,0.0,0,0,Q21M-Q294K,260.0,O2,5.0,DBL
energy__,-52.59463739457981,-52.94851241563563,-52.27382799659865,-55.990667876981,-48.391503628940605,Q21M-Q294K,260.0,O2,5.0,DBL
treedepth__,2.6345,3.0,2.0,2,3,Q21M-Q294K,260.0,O2,5.0,DBL
