,IPTG_uM,class,date,fold_change,mean_YFP,mean_YFP_bgcorr,operator,pseudo_fold_change,repressors,strain,username
46,5.0,dna,20170316,0.0025237785982795483,3458.324010173457,60.59482280062912,O1,,260,Q21M,nbellive
47,75.0,dna,20170316,0.08898244902045699,2498.9586977299364,892.5726591325787,O1,,260,Q21M,nbellive
48,0.1,,20170316,0.0032234443936152517,3555.620697641961,82.93370181858562,O1,,260,wt,nbellive
49,0.0,,20170316,0.009349682597657264,3511.0521158910997,235.8092255621314,O1,,260,wt,nbellive
50,1000.0,,20170316,0.7406262708007076,8593.115697901292,6966.40434248688,O1,,260,wt,nbellive
51,100.0,,20170316,0.283593254689948,4338.117045368856,2728.813645987049,O1,,260,wt,nbellive
52,10.0,,20170316,0.016699747376822695,3706.597387322358,376.76037879026353,O1,,260,wt,nbellive
53,250.0,,20170316,0.4774690560461838,6408.807929859141,4745.898043254229,O1,,260,wt,nbellive
54,25.0,,20170316,0.06774188594225983,4861.9543909703525,1554.6033537954004,O1,,260,wt,nbellive
55,5000.0,,20170316,0.7415759833996123,7601.11538687854,6048.318201655941,O1,,260,wt,nbellive
56,500.0,,20170316,0.6520245735873761,7666.803937979384,6033.158390083897,O1,,260,wt,nbellive
57,50.0,,20170316,0.08940773196933594,4055.805057435132,1042.1488771897314,O1,,260,wt,nbellive
58,5.0,,20170316,0.008348047266213425,3598.1621592556676,200.43297188284032,O1,,260,wt,nbellive
59,75.0,,20170316,0.23562734664453674,3969.936712624288,2363.5506740269298,O1,,260,wt,nbellive
60,0.1,dna,20170316,0.10084166850563307,6067.170363769773,2594.4833679463973,O1,,260,Y20I,nbellive
61,0.0,dna,20170316,0.11684769314686445,6222.269566570125,2947.026676241156,O1,,260,Y20I,nbellive
62,1000.0,dna,20170316,1.0125753993397273,11151.096240424518,9524.384885010106,O1,,260,Y20I,nbellive
63,100.0,dna,20170316,1.0680268397276855,11886.156485029736,10276.853085647926,O1,,260,Y20I,nbellive
64,10.0,dna,20170316,0.2623873155683437,9249.516041550987,5919.6790330188915,O1,,260,Y20I,nbellive
65,250.0,dna,20170316,1.1189850334411802,12785.282767928535,11122.372881323623,O1,,260,Y20I,nbellive
66,25.0,dna,20170316,0.5288274140319901,15443.37087184292,12136.019834667966,O1,,260,Y20I,nbellive
67,5000.0,dna,20170316,0.9960289971252796,9676.44256687681,8123.6453816542125,O1,,260,Y20I,nbellive
68,500.0,dna,20170316,1.0964194795540698,11778.772971128432,10145.127423232945,O1,,260,Y20I,nbellive
69,50.0,dna,20170316,0.8242981496721539,12621.789305074388,9608.133124828986,O1,,260,Y20I,nbellive
70,5.0,dna,20170316,0.14659012665488189,6917.294158337234,3519.5649709644067,O1,,260,Y20I,nbellive
71,75.0,dna,20170316,1.1768793499734418,13411.526742721135,11805.140704123776,O1,,260,Y20I,nbellive
0,0.1,,20170321,0.0,1310.1887273177267,0.0,O1,,260,auto,sbarnes
1,0.0,,20170321,0.0,1335.1711275681766,0.0,O1,,260,auto,sbarnes
2,1000.0,,20170321,0.0,1321.289151078745,0.0,O1,,260,auto,sbarnes
3,100.0,,20170321,0.0,1314.7642808824853,0.0,O1,,260,auto,sbarnes
4,10.0,,20170321,0.0,1328.6033116425122,0.0,O1,,260,auto,sbarnes
5,250.0,,20170321,0.0,1302.4654224940468,0.0,O1,,260,auto,sbarnes
6,25.0,,20170321,0.0,1309.1493001436038,0.0,O1,,260,auto,sbarnes
7,5000.0,,20170321,0.0,1328.0348589337693,0.0,O1,,260,auto,sbarnes
8,500.0,,20170321,0.0,1322.0983625993224,0.0,O1,,260,auto,sbarnes
9,50.0,,20170321,0.0,1313.7678264123101,0.0,O1,,260,auto,sbarnes
10,5.0,,20170321,0.0,1321.8678812699345,0.0,O1,,260,auto,sbarnes
11,75.0,,20170321,0.0,1334.3389915182145,0.0,O1,,260,auto,sbarnes
12,0.1,,20170321,1.0,3811.658673933047,2501.4699466153197,O1,,260,delta,sbarnes
13,0.0,,20170321,1.0,3570.830606197361,2235.6594786291844,O1,,260,delta,sbarnes
14,1000.0,,20170321,1.0,4426.5409900953555,3105.2518390166097,O1,,260,delta,sbarnes
15,100.0,,20170321,1.0,4500.890913528026,3186.1266326455407,O1,,260,delta,sbarnes
16,10.0,,20170321,1.0,4018.8233221739692,2690.220010531457,O1,,260,delta,sbarnes
17,250.0,,20170321,1.0,4389.246817075826,3086.7813945817793,O1,,260,delta,sbarnes
18,25.0,,20170321,1.0,4233.588448439394,2924.43914829579,O1,,260,delta,sbarnes
19,5000.0,,20170321,1.0,4359.8437886673355,3031.8089297335664,O1,,260,delta,sbarnes
20,500.0,,20170321,1.0,4207.995792971663,2885.8974303723408,O1,,260,delta,sbarnes
21,50.0,,20170321,1.0,4160.740902633362,2846.9730762210515,O1,,260,delta,sbarnes
22,5.0,,20170321,1.0,4255.297980048707,2933.4300987787733,O1,,260,delta,sbarnes
23,75.0,,20170321,1.0,4433.382829779482,3099.0438382612665,O1,,260,delta,sbarnes
24,0.1,dna,20170321,0.048679898960053314,1431.9600315705704,121.77130425284372,O1,,260,Q21A,sbarnes
25,0.0,dna,20170321,0.03562590545042665,1414.81852077317,79.64739320499349,O1,,260,Q21A,sbarnes
26,1000.0,dna,20170321,0.8158222226756445,3854.6226083529077,2533.3334572741637,O1,,260,Q21A,sbarnes
27,100.0,dna,20170321,0.7373232512512238,3663.969528562809,2349.205247680324,O1,,260,Q21A,sbarnes
28,10.0,dna,20170321,0.08042988289510916,1544.9773920516363,216.37408040912442,O1,,260,Q21A,sbarnes
29,250.0,dna,20170321,0.8223679625771592,3840.9355488773454,2538.4701263832994,O1,,260,Q21A,sbarnes
30,25.0,dna,20170321,0.3144977255308819,2228.878760736099,919.7294605924952,O1,,260,Q21A,sbarnes
31,5000.0,dna,20170321,0.8635862693386427,3946.2634219099627,2618.2285629761936,O1,,260,Q21A,sbarnes
32,500.0,dna,20170321,0.9248114177843731,3991.009256762246,2668.910894162924,O1,,260,Q21A,sbarnes
33,50.0,dna,20170321,0.4984428289540579,2732.821140479968,1419.0533140676575,O1,,260,Q21A,sbarnes
34,5.0,dna,20170321,0.06185008930836083,1503.3007948592349,181.4329135893008,O1,,260,Q21A,sbarnes
35,75.0,dna,20170321,0.6636016091599255,3390.869469445543,2056.5304779273283,O1,,260,Q21A,sbarnes
36,0.1,dna,20170321,0.0006056039104195113,1311.7036272991936,1.5148999814671242,O1,,260,Q21M,sbarnes
37,0.0,dna,20170321,-0.014341887227596238,1303.1075514463705,-32.063576121806356,O1,,260,Q21M,sbarnes
38,1000.0,dna,20170321,0.33616844298535675,2365.176826878374,1043.8876757996293,O1,,260,Q21M,sbarnes
39,100.0,dna,20170321,0.10330210551052696,1643.897870457935,329.13358957544966,O1,,260,Q21M,sbarnes
40,10.0,dna,20170321,-0.004190707996216709,1317.3293851327958,-11.273926509716375,O1,,260,Q21M,sbarnes
41,250.0,dna,20170321,0.22669311463519345,2002.2175110297565,699.7520885357094,O1,,260,Q21M,sbarnes
42,25.0,dna,20170321,0.021898526231224496,1373.190207544179,64.04090740057518,O1,,260,Q21M,sbarnes
43,5000.0,dna,20170321,0.4007302647725599,2542.972454085713,1214.9375951519435,O1,,260,Q21M,sbarnes
44,500.0,dna,20170321,0.33632386891678795,2292.694551679165,970.5961890798424,O1,,260,Q21M,sbarnes
45,50.0,dna,20170321,0.04922858694172411,1453.920288015806,140.1524616034958,O1,,260,Q21M,sbarnes
46,5.0,dna,20170321,-0.012278472689305427,1285.8498399160926,-36.01804135384168,O1,,260,Q21M,sbarnes
47,75.0,dna,20170321,0.07507390306004845,1566.9963082106813,232.65731669246682,O1,,260,Q21M,sbarnes
48,0.1,,20170321,0.00475147370364679,1322.074395989532,11.885668671805432,O1,,260,wt,sbarnes
49,0.0,,20170321,-0.02133867231501376,1287.465122545754,-47.70600502242269,O1,,260,wt,sbarnes
50,1000.0,,20170321,0.7183168936059184,3551.844005945221,2230.5548548664765,O1,,260,wt,sbarnes
51,100.0,,20170321,0.342190613427771,2405.026907766021,1090.262626883536,O1,,260,wt,sbarnes
52,10.0,,20170321,0.0037581220652920053,1338.7134868245805,10.11017518206836,O1,,260,wt,sbarnes
53,250.0,,20170321,0.5607836890832721,3033.4820803412244,1731.0166578471774,O1,,260,wt,sbarnes
54,25.0,,20170321,0.06980753078502074,1513.297176017182,204.1478758735782,O1,,260,wt,sbarnes
55,5000.0,,20170321,0.8187357090218546,3810.2850926379706,2482.250233704201,O1,,260,wt,sbarnes
56,500.0,,20170321,0.7400663615492628,3457.8539736993475,2135.755611100025,O1,,260,wt,sbarnes
57,50.0,,20170321,0.1490148548419702,1738.0091061043875,424.2412796920772,O1,,260,wt,sbarnes
58,5.0,,20170321,0.013118738608771585,1360.350783962916,38.482902692981725,O1,,260,wt,sbarnes
59,75.0,,20170321,0.2846937174593785,2216.617302402396,882.2783108841811,O1,,260,wt,sbarnes
60,0.1,dna,20170321,0.1485450784665194,1681.7697768193395,371.58104950161277,O1,,260,Y20I,sbarnes
61,0.0,dna,20170321,0.13552476410252431,1638.1583510229693,302.9872234547927,O1,,260,Y20I,sbarnes
62,1000.0,dna,20170321,0.8584924143347296,3987.124299473473,2665.835148394728,O1,,260,Y20I,sbarnes
63,100.0,dna,20170321,0.8683719899158292,4081.507404996714,2766.7431241142285,O1,,260,Y20I,sbarnes
64,10.0,dna,20170321,0.3758133174159651,2339.6238183791515,1011.0205067366394,O1,,260,Y20I,sbarnes
65,250.0,dna,20170321,0.9291138436008478,4170.43674836951,2867.971325875462,O1,,260,Y20I,sbarnes
66,25.0,dna,20170321,0.6607771458434365,3241.5518537473067,1932.4025536037025,O1,,260,Y20I,sbarnes
67,5000.0,dna,20170321,0.9000757963085891,4056.8926956192,2728.857836685431,O1,,260,Y20I,sbarnes
68,500.0,dna,20170321,1.0081158786926934,4231.417386436121,2909.319023836798,O1,,260,Y20I,sbarnes
69,50.0,dna,20170321,0.8549501136200988,3747.78778140086,2434.01995498855,O1,,260,Y20I,sbarnes
70,5.0,dna,20170321,0.22893538752752016,1993.4338377187446,671.5659564488101,O1,,260,Y20I,sbarnes
71,75.0,dna,20170321,0.8449110038330067,3952.755231826036,2618.416240307821,O1,,260,Y20I,sbarnes
0,0.1,,20170324,0.0,3210.1288949394184,0.0,O1,,260,auto,mrazomej
1,0.0,,20170324,0.0,3350.894351713129,0.0,O1,,260,auto,mrazomej
2,1000.0,,20170324,0.0,3177.5683367752795,0.0,O1,,260,auto,mrazomej
3,100.0,,20170324,0.0,3152.970622291423,0.0,O1,,260,auto,mrazomej
4,10.0,,20170324,0.0,3139.400077165957,0.0,O1,,260,auto,mrazomej
5,250.0,,20170324,0.0,3181.424983137927,0.0,O1,,260,auto,mrazomej
6,25.0,,20170324,0.0,3115.3075599371955,0.0,O1,,260,auto,mrazomej
7,5000.0,,20170324,0.0,3042.631817792541,0.0,O1,,260,auto,mrazomej
8,500.0,,20170324,0.0,3183.591288173873,0.0,O1,,260,auto,mrazomej
9,50.0,,20170324,0.0,3140.6537522300405,0.0,O1,,260,auto,mrazomej
10,5.0,,20170324,0.0,3173.951112730233,0.0,O1,,260,auto,mrazomej
11,75.0,,20170324,0.0,3134.949026288332,0.0,O1,,260,auto,mrazomej
12,0.1,,20170324,1.0,18324.736489429622,15114.607594490208,O1,,260,delta,mrazomej
13,0.0,,20170324,1.0,18316.01964469772,14965.125292984587,O1,,260,delta,mrazomej
14,1000.0,,20170324,1.0,17104.475586650882,13926.907249875603,O1,,260,delta,mrazomej
15,100.0,,20170324,1.0,18340.021114838328,15187.050492546905,O1,,260,delta,mrazomej
16,10.0,,20170324,1.0,17909.894004099973,14770.493926934016,O1,,260,delta,mrazomej
17,250.0,,20170324,1.0,18418.48918251512,15237.06419937719,O1,,260,delta,mrazomej
18,25.0,,20170324,1.0,17876.955578488814,14761.64801855162,O1,,260,delta,mrazomej
19,5000.0,,20170324,1.0,15671.7073392566,12629.07552146406,O1,,260,delta,mrazomej
20,500.0,,20170324,1.0,17826.378206147085,14642.786917973213,O1,,260,delta,mrazomej
21,50.0,,20170324,1.0,18723.29870469228,15582.64495246224,O1,,260,delta,mrazomej
22,5.0,,20170324,1.0,18472.555721274588,15298.604608544356,O1,,260,delta,mrazomej
23,75.0,,20170324,1.0,18539.5609008386,15404.611874550268,O1,,260,delta,mrazomej
24,0.1,dna,20170324,0.056371102498908615,4062.155988879209,852.0270939397902,O1,,260,Q21A,mrazomej
25,0.0,dna,20170324,0.04775166923281428,4065.504064731351,714.6097130182228,O1,,260,Q21A,mrazomej
26,1000.0,dna,20170324,0.9559734140658399,16491.32140781716,13313.75307104188,O1,,260,Q21A,mrazomej
27,100.0,dna,20170324,0.7410716390394599,14407.663022978195,11254.692400686776,O1,,260,Q21A,mrazomej
28,10.0,dna,20170324,0.12182742521150053,4938.8513213864335,1799.4512442204764,O1,,260,Q21A,mrazomej
29,250.0,dna,20170324,0.8494011668585524,16123.805093587587,12942.380110449658,O1,,260,Q21A,mrazomej
30,25.0,dna,20170324,0.2662953006840789,7046.265057629937,3930.9574976927397,O1,,260,Q21A,mrazomej
31,5000.0,dna,20170324,0.9456853145741412,14985.763075088867,11943.131257296323,O1,,260,Q21A,mrazomej
32,500.0,dna,20170324,0.9301049050663291,16802.919224421836,13619.32793624796,O1,,260,Q21A,mrazomej
33,50.0,dna,20170324,0.5038868351677169,10992.543400868437,7851.889648638397,O1,,260,Q21A,mrazomej
34,5.0,dna,20170324,0.08081016693462119,4410.233905013467,1236.2827922832346,O1,,260,Q21A,mrazomej
35,75.0,dna,20170324,0.6457996032279832,13083.241262753978,9948.292236465644,O1,,260,Q21A,mrazomej
36,0.1,dna,20170324,-0.0011561483104322765,3192.6541669062017,-17.474728033216707,O1,,260,Q21M,mrazomej
37,0.0,dna,20170324,-0.005425161262764676,3269.7061336812085,-81.18821803191986,O1,,260,Q21M,mrazomej
38,1000.0,dna,20170324,0.3976630491168671,8715.784738528613,5538.216401753334,O1,,260,Q21M,mrazomej
39,100.0,dna,20170324,0.11851502928090606,4952.864356106218,1799.8937338147953,O1,,260,Q21M,mrazomej
40,10.0,dna,20170324,0.005997041204669327,3227.9793378590985,88.57926069314135,O1,,260,Q21M,mrazomej
41,250.0,dna,20170324,0.19610578856401392,6169.501473357296,2988.0764902193687,O1,,260,Q21M,mrazomej
42,25.0,dna,20170324,0.017891365324569294,3379.413597429807,264.10603749261145,O1,,260,Q21M,mrazomej
43,5000.0,dna,20170324,0.4729842429368499,9015.985542304525,5973.353724511981,O1,,260,Q21M,mrazomej
44,500.0,dna,20170324,0.340868604708293,8174.857633944248,4991.266345770375,O1,,260,Q21M,mrazomej
45,50.0,dna,20170324,0.044159497858768014,3828.775528642238,688.1217764121983,O1,,260,Q21M,mrazomej
46,5.0,dna,20170324,0.00046945043335427217,3181.133049293429,7.181936563196814,O1,,260,Q21M,mrazomej
47,75.0,dna,20170324,0.07727680376210269,4325.36819514931,1190.4191688609778,O1,,260,Q21M,mrazomej
48,0.1,,20170324,0.00472243977076327,3281.5067189631195,71.37782402370112,O1,,260,wt,mrazomej
49,0.0,,20170324,-0.001587917799071196,3327.1309628950676,-23.763388818060776,O1,,260,wt,mrazomej
50,1000.0,,20170324,0.6790410228621976,12634.509681037764,9456.941344262485,O1,,260,wt,mrazomej
51,100.0,,20170324,0.29127072754385186,7576.513868500772,4423.54324620935,O1,,260,wt,mrazomej
52,10.0,,20170324,0.0172706084607174,3394.495494549439,255.0954173834816,O1,,260,wt,mrazomej
53,250.0,,20170324,0.5063739243695202,10897.076977646877,7715.651994508949,O1,,260,wt,mrazomej
54,25.0,,20170324,0.06358452621260359,4053.9199553140193,938.6123953768233,O1,,260,wt,mrazomej
55,5000.0,,20170324,0.7041388758519326,11935.254858525403,8892.623040732862,O1,,260,wt,mrazomej
56,500.0,,20170324,0.6436653428563578,12608.645750103691,9425.054461929818,O1,,260,wt,mrazomej
57,50.0,,20170324,0.1506342937124896,5487.934468816679,2347.280716586641,O1,,260,wt,mrazomej
58,5.0,,20170324,0.008684978809646459,3306.8191695726,132.86805684236742,O1,,260,wt,mrazomej
59,75.0,,20170324,0.24131699274690666,6852.343638288091,3717.394611999759,O1,,260,wt,mrazomej
60,0.1,dna,20170324,0.12463026595463556,5093.866459240688,1883.7375643012685,O1,,260,Y20I,mrazomej
61,0.0,dna,20170324,0.10455436956349212,4915.563592159802,1564.669240446674,O1,,260,Y20I,mrazomej
62,1000.0,dna,20170324,0.9900957920917286,16966.540601728902,13788.972264953623,O1,,260,Y20I,mrazomej
63,100.0,dna,20170324,0.9329022034238356,17321.003490297477,14168.032868006054,O1,,260,Y20I,mrazomej
64,10.0,dna,20170324,0.3507532924565447,8320.199453247462,5180.799376081504,O1,,260,Y20I,mrazomej
65,250.0,dna,20170324,0.9492523414409336,17645.24385108255,14463.81886794462,O1,,260,Y20I,mrazomej
66,25.0,dna,20170324,0.6441498339855779,12624.020680440757,9508.71312050356,O1,,260,Y20I,mrazomej
67,5000.0,dna,20170324,0.9761955016456838,15371.078531789373,12328.446713996831,O1,,260,Y20I,mrazomej
68,500.0,dna,20170324,1.0039649163695157,17884.435631693486,14700.844343519611,O1,,260,Y20I,mrazomej
69,50.0,dna,20170324,0.8197363643734275,15914.31447288338,12773.660720653335,O1,,260,Y20I,mrazomej
70,5.0,dna,20170324,0.23852432628360276,6823.040470062495,3649.0893573322624,O1,,260,Y20I,mrazomej
71,75.0,dna,20170324,0.8961403393365567,16939.64313889576,13804.694112607429,O1,,260,Y20I,mrazomej
0,0.1,other,20170522,,8913.692373298876,3308.361818011297,O1,0.5920489770485646,260,antilac,gchure
1,0.0,other,20170522,,9093.58080078001,3244.13934773864,O1,0.5682747427306524,260,antilac,gchure
2,1000.0,other,20170522,,3158.677594222406,-2161.156564392034,O1,0.21802993126744266,260,antilac,gchure
3,100.0,other,20170522,,3393.7062327828194,-2252.984796558573,O1,0.22791971179527146,260,antilac,gchure
4,10.0,other,20170522,,6661.439054333398,1201.2017607478865,O1,0.4597807621276245,260,antilac,gchure
5,250.0,other,20170522,,3311.947848865329,-2117.0067690865085,O1,0.2267890569061931,260,antilac,gchure
6,25.0,other,20170522,,4435.5392327055715,-1058.4049451988612,O1,0.3066129775270089,260,antilac,gchure
7,5000.0,other,20170522,,2980.220383151542,-2246.3119019568976,O1,0.22765123795826706,260,antilac,gchure
8,500.0,other,20170522,,3306.761167180402,-2286.5268424013384,O1,0.2260184834284629,260,antilac,gchure
9,50.0,other,20170522,,3631.751260188378,-2247.092193318669,O1,0.2368514386535569,260,antilac,gchure
10,5.0,other,20170522,,8083.123704380872,2538.789237960324,O1,0.5261153570290104,260,antilac,gchure
11,75.0,other,20170522,,3518.518584513981,-1935.489962948773,O1,0.23527547154772865,260,antilac,gchure
12,0.1,other,20170522,,3291.293525283997,-2314.037030003581,O2,0.17464965199091442,260,antilac,gchure
13,0.0,other,20170522,,3416.108175505669,-2433.3332775357003,O2,0.17696066349107736,260,antilac,gchure
14,1000.0,other,20170522,,3070.0503092655713,-2249.7838493488684,O2,0.17079257352648722,260,antilac,gchure
15,100.0,other,20170522,,3128.439870043809,-2518.2511592975834,O2,0.16136355937655922,260,antilac,gchure
16,10.0,other,20170522,,3145.4900585664423,-2314.7472350190706,O2,0.15814930141915454,260,antilac,gchure
17,250.0,other,20170522,,3132.965542765271,-2295.9890751865664,O2,0.16800240520867332,260,antilac,gchure
18,25.0,other,20170522,,3241.498636457223,-2252.44554144721,O2,0.18209259228654973,260,antilac,gchure
19,5000.0,other,20170522,,2882.4759931861977,-2344.0562919222425,O2,0.17452709571472794,260,antilac,gchure
20,500.0,other,20170522,,3107.707628980541,-2485.5803806012004,O2,0.16593690001987446,260,antilac,gchure
21,50.0,other,20170522,,3110.7264159490887,-2768.117037557958,O2,0.1596863654937701,260,antilac,gchure
22,5.0,other,20170522,,3235.72469315792,-2308.609773262629,O2,0.15865644142150168,260,antilac,gchure
23,75.0,other,20170522,,3146.4320201140144,-2307.57652734874,O2,0.16034856452524782,260,antilac,gchure
24,0.1,other,20170522,,54869.044176125615,49263.71362083804,O3,1.3483534394476768,260,antilac,gchure
25,0.0,other,20170522,,43441.8337634842,37592.39231044283,O3,1.0706918129354523,260,antilac,gchure
26,1000.0,other,20170522,,28438.429776207853,23118.595617593408,O3,0.7732972696531769,260,antilac,gchure
27,100.0,other,20170522,,33157.660665269876,27510.969635928486,O3,0.7852329677656009,260,antilac,gchure
28,10.0,other,20170522,,39923.0801482181,34462.84285463259,O3,0.9922483738138312,260,antilac,gchure
29,250.0,other,20170522,,29892.547778949716,24463.59316099788,O3,0.7481988690110828,260,antilac,gchure
30,25.0,other,20170522,,36975.22684088122,31481.282662976788,O3,0.9258620629478608,260,antilac,gchure
31,5000.0,other,20170522,,23952.809998329398,18726.27771322096,O3,0.6920526338412544,260,antilac,gchure
32,500.0,other,20170522,,28851.87737137933,23258.589361797596,O3,0.7616915927715557,260,antilac,gchure
33,50.0,other,20170522,,50391.877502043615,44513.034048536574,O3,1.143624336509516,260,antilac,gchure
34,5.0,other,20170522,,39798.38462812535,34254.0501617048,O3,0.8680897971034464,260,antilac,gchure
35,75.0,other,20170522,,33054.74883947266,27600.7402920099,O3,0.7585571884503081,260,antilac,gchure
36,0.1,,20170522,,5605.330555287579,0.0,O1,0.3723070173722945,260,auto,gchure
37,0.0,,20170522,,5849.441453041371,0.0,O1,0.3655424534810282,260,auto,gchure
38,1000.0,,20170522,,5319.83415861444,0.0,O1,0.3672052754223675,260,auto,gchure
39,100.0,,20170522,,5646.691029341391,0.0,O1,0.379229109335462,260,auto,gchure
40,10.0,,20170522,,5460.237293585513,0.0,O1,0.37687233100320666,260,auto,gchure
41,250.0,,20170522,,5428.9546179518375,0.0,O1,0.37175328657836093,260,auto,gchure
42,25.0,,20170522,,5493.944177904433,0.0,O1,0.37977672936215706,260,auto,gchure
43,5000.0,,20170522,,5226.53228510844,0.0,O1,0.3992411271530065,260,auto,gchure
44,500.0,,20170522,,5593.288009581741,0.0,O1,0.3823035318822898,260,auto,gchure
45,50.0,,20170522,,5878.843453507047,0.0,O1,0.3833997512015636,260,auto,gchure
46,5.0,,20170522,,5544.334466420551,0.0,O1,0.3608703285968725,260,auto,gchure
47,75.0,,20170522,,5454.008547462754,0.0,O1,0.3646973582795192,260,auto,gchure
48,0.1,,20170522,,15055.667214788047,9450.33665950047,O1,1.0,260,delta,gchure
49,0.0,,20170522,,16002.085113063233,10152.643660021862,O1,1.0,260,delta,gchure
50,1000.0,,20170522,,14487.357657090985,9167.523498476545,O1,1.0,260,delta,gchure
51,100.0,,20170522,,14889.919814531931,9243.228785190538,O1,1.0,260,delta,gchure
52,10.0,,20170522,,14488.294428648447,9028.057135062936,O1,1.0,260,delta,gchure
53,250.0,,20170522,,14603.649285579297,9174.69466762746,O1,1.0,260,delta,gchure
54,25.0,,20170522,,14466.247542685482,8972.303364781048,O1,1.0,260,delta,gchure
55,5000.0,,20170522,,13091.167040777858,7864.634755669418,O1,1.0,260,delta,gchure
56,500.0,,20170522,,14630.490024622368,9037.202015040628,O1,1.0,260,delta,gchure
57,50.0,,20170522,,15333.456620884404,9454.613167377356,O1,1.0,260,delta,gchure
58,5.0,,20170522,,15363.785900541894,9819.451434121343,O1,1.0,260,delta,gchure
59,75.0,,20170522,,14954.889098161704,9500.88055069895,O1,1.0,260,delta,gchure
60,0.1,,20170522,,18845.119287470534,13239.788732182951,O2,1.0,260,delta,gchure
61,0.0,,20170522,,19304.336388170897,13454.894935129529,O2,1.0,260,delta,gchure
62,1000.0,,20170522,,17975.315002730233,12655.480844115791,O2,1.0,260,delta,gchure
63,100.0,,20170522,,19387.523937441525,13740.832908100132,O2,1.0,260,delta,gchure
64,10.0,,20170522,,19889.370552638247,14429.133259052736,O2,1.0,260,delta,gchure
65,250.0,,20170522,,18648.337438228104,13219.382820276267,O2,1.0,260,delta,gchure
66,25.0,,20170522,,17801.375639467216,12307.431461562783,O2,1.0,260,delta,gchure
67,5000.0,,20170522,,16515.922535591428,11289.390250482988,O2,1.0,260,delta,gchure
68,500.0,,20170522,,18728.249283964728,13134.961274382986,O2,1.0,260,delta,gchure
69,50.0,,20170522,,19480.225542928078,13601.382089421026,O2,1.0,260,delta,gchure
70,5.0,,20170522,,20394.5371783651,14850.202711944548,O2,1.0,260,delta,gchure
71,75.0,,20170522,,19622.452058924355,14168.443511461599,O2,1.0,260,delta,gchure
72,0.1,,20170522,,40693.36909067515,35088.038535387575,O3,1.0,260,delta,gchure
73,0.0,,20170522,,40573.611601999924,34724.170148958554,O3,1.0,260,delta,gchure
74,1000.0,,20170522,,36775.546600549176,31455.712441934735,O3,1.0,260,delta,gchure
75,100.0,,20170522,,42226.52642771837,36579.835398376985,O3,1.0,260,delta,gchure
76,10.0,,20170522,,40234.96656867144,34774.72927508592,O3,1.0,260,delta,gchure
77,250.0,,20170522,,39952.67704488728,34523.72242693544,O3,1.0,260,delta,gchure
78,25.0,,20170522,,39935.999454557474,34442.05527665303,O3,1.0,260,delta,gchure
79,5000.0,,20170522,,34611.25473271991,29384.722447611468,O3,1.0,260,delta,gchure
80,500.0,,20170522,,37878.68691893584,32285.398909354102,O3,1.0,260,delta,gchure
81,50.0,,20170522,,44063.31335676705,38184.46990326,O3,1.0,260,delta,gchure
82,5.0,,20170522,,45845.930640955055,40301.596174534505,O3,1.0,260,delta,gchure
83,75.0,,20170522,,43575.816487879776,38121.80794041701,O3,1.0,260,delta,gchure
